,Flight,Time,Length,Airline,AirportFrom,AirportTo,DayOfWeek,Class
4692,421.0,475.0,160.0,WN,MCO,HOU,6,0
4705,1775.0,965.0,70.0,WN,PHL,PVD,3,0
4708,3664.0,450.0,170.0,WN,HOU,BWI,2,0
4727,2713.0,1035.0,110.0,WN,MCO,ORF,7,0
4752,3419.0,1105.0,150.0,WN,TPA,PHL,3,0
4754,517.0,1050.0,125.0,WN,PHX,OAK,2,0
4757,2294.0,640.0,165.0,WN,TPA,MDW,6,0
4768,824.0,730.0,75.0,WN,PHL,PIT,2,0
4785,1086.0,735.0,75.0,WN,RNO,LAS,6,0
4786,1949.0,395.0,60.0,WN,FLL,TPA,2,0
4791,2500.0,510.0,75.0,WN,PHL,MHT,6,0
4792,300.0,1150.0,90.0,WN,MSP,STL,5,0
4803,2445.0,1210.0,80.0,WN,BUR,PHX,4,0
4809,2184.0,375.0,125.0,WN,OAK,SEA,5,0
4812,2987.0,1145.0,260.0,WN,BNA,LAS,3,0
4824,356.0,490.0,165.0,WN,OKC,BWI,4,0
4828,500.0,420.0,85.0,WN,OAK,SAN,5,0
4845,2885.0,705.0,75.0,WN,TUS,SAN,2,0
4852,340.0,780.0,80.0,WN,OAK,SNA,2,0
4879,650.0,660.0,120.0,WN,MDW,MHT,3,0
4883,51.0,1140.0,65.0,WN,DAL,HOU,6,0
4889,793.0,810.0,80.0,WN,JAN,HOU,4,0
4896,748.0,880.0,130.0,WN,HOU,MCO,1,0
4948,933.0,510.0,75.0,WN,BDL,BWI,1,0
4959,38.0,930.0,60.0,WN,HOU,DAL,7,0
4974,1383.0,550.0,95.0,WN,GEG,SLC,7,0
4995,1198.0,550.0,240.0,WN,BNA,PHX,5,0
4997,508.0,575.0,155.0,WN,MCO,BDL,4,0
5018,1812.0,425.0,90.0,WN,MCI,MDW,4,0
5031,703.0,465.0,110.0,WN,TUL,DEN,3,0
5037,301.0,590.0,75.0,WN,PHX,SAN,1,0
5045,479.0,1125.0,55.0,WN,AUS,DAL,1,0
5065,535.0,575.0,160.0,WN,DEN,SMF,1,0
5078,3668.0,845.0,75.0,WN,ONT,OAK,3,0
5083,1319.0,630.0,70.0,WN,SAN,LAS,5,0
5084,3165.0,600.0,105.0,WN,PDX,SLC,4,0
5086,2953.0,990.0,125.0,WN,SEA,SJC,6,0
5106,1046.0,500.0,70.0,WN,SDF,MDW,5,0
5116,127.0,495.0,195.0,WN,FLL,MDW,5,0
5118,249.0,800.0,60.0,WN,SAT,DAL,3,0
5127,2801.0,565.0,85.0,WN,BHM,TPA,2,0
5132,459.0,1210.0,110.0,WN,MDW,BWI,7,0
5143,1323.0,635.0,65.0,WN,OAK,BUR,4,0
5144,1599.0,1010.0,115.0,WN,BHM,HOU,4,0
5147,1745.0,925.0,70.0,WN,MSY,HOU,6,0
5149,1479.0,600.0,85.0,WN,OAK,SAN,6,0
5157,762.0,425.0,115.0,WN,OAK,PHX,3,0
5169,2610.0,920.0,75.0,WN,SJC,SAN,2,0
5173,1027.0,455.0,95.0,WN,MKE,MCI,4,0
5179,2621.0,1110.0,205.0,WN,AUS,LAX,3,0
5189,704.0,500.0,65.0,WN,RNO,BOI,7,0
5205,1410.0,810.0,125.0,WN,MCO,BWI,5,0
5219,533.0,520.0,75.0,WN,LAS,RNO,4,0
5234,379.0,645.0,170.0,WN,MCO,MDW,3,0
5245,1239.0,1185.0,75.0,WN,SJC,SAN,3,0
5253,354.0,610.0,145.0,WN,OAK,DEN,2,0
5255,938.0,990.0,80.0,WN,PHX,LAX,4,0
5256,3598.0,1175.0,170.0,WN,SEA,PHX,1,0
5263,835.0,460.0,85.0,WN,PHX,LAX,3,0
5275,1142.0,480.0,140.0,WN,MSY,BWI,1,0
5279,425.0,360.0,175.0,WN,BOS,MDW,1,0
5280,2470.0,1165.0,140.0,WN,SAN,DEN,3,0
5284,352.0,870.0,120.0,WN,MDW,LGA,6,0
5306,973.0,870.0,100.0,WN,BNA,BWI,2,0
5311,2900.0,1235.0,70.0,WN,SJC,ONT,1,0
5318,1999.0,870.0,70.0,WN,JAX,FLL,3,0
5321,7.0,415.0,65.0,WN,LBB,DAL,1,0
5327,278.0,550.0,135.0,WN,TPA,CMH,6,0
5345,684.0,1090.0,85.0,WN,SNA,SFO,4,0
5350,1915.0,375.0,80.0,WN,BDL,BWI,1,0
5351,1753.0,665.0,70.0,WN,JAX,FLL,1,0
5356,1386.0,540.0,125.0,WN,BWI,MKE,1,0
5373,2868.0,625.0,80.0,WN,SAN,SJC,5,0
5388,907.0,560.0,65.0,WN,DAL,SAT,2,0
5393,2063.0,555.0,120.0,WN,DEN,STL,7,0
5413,2361.0,435.0,180.0,WN,HOU,PHX,3,0
5414,580.0,590.0,70.0,WN,SDF,STL,3,0
5415,618.0,835.0,75.0,WN,LAX,OAK,3,0
5437,2008.0,630.0,100.0,WN,BOS,PHL,5,0
5448,2155.0,630.0,85.0,WN,BUR,PHX,5,0
5455,358.0,810.0,90.0,WN,MCI,DAL,7,0
5473,657.0,1075.0,75.0,WN,PDX,RNO,2,0
5496,339.0,475.0,125.0,WN,SEA,OAK,2,0
5510,2852.0,1005.0,75.0,WN,STL,CMH,6,0
5511,1641.0,435.0,65.0,WN,DAL,LBB,6,0
5532,1795.0,1100.0,175.0,WN,HOU,PHX,2,0
5558,2009.0,855.0,100.0,WN,BOS,PHL,6,0
5564,706.0,435.0,95.0,WN,DTW,BWI,4,0
5581,303.0,620.0,240.0,WN,PDX,MDW,6,0
5588,3595.0,495.0,205.0,WN,PVD,FLL,7,0
5590,626.0,1150.0,55.0,WN,TPA,FLL,5,0
5593,1475.0,635.0,70.0,WN,LAS,PHX,6,0
5596,3596.0,540.0,170.0,WN,MCO,MHT,2,0
5598,309.0,500.0,175.0,WN,TPA,MCI,4,0
5610,44.0,1020.0,60.0,WN,HOU,DAL,3,0
5624,2948.0,595.0,205.0,WN,FLL,MCI,5,0
5625,2370.0,860.0,90.0,WN,DAL,BHM,6,0
5630,1759.0,650.0,100.0,WN,STL,OKC,6,0
5652,27.0,1015.0,125.0,WN,ECP,BWI,1,0
5669,671.0,1220.0,80.0,WN,LAX,SMF,5,0
5670,1510.0,435.0,85.0,WN,SDF,BWI,7,0
5675,147.0,475.0,235.0,WN,AUS,SJC,4,0
5676,848.0,940.0,75.0,WN,LAX,TUS,4,0
5686,1015.0,430.0,190.0,WN,SAT,BWI,5,0
5709,380.0,700.0,105.0,WN,MDW,IAD,7,0
5719,1218.0,410.0,100.0,WN,ABQ,LAS,2,0
5742,1398.0,700.0,85.0,WN,BNA,CLE,4,0
5746,3658.0,440.0,65.0,WN,BWI,RDU,1,0
5771,960.0,1145.0,240.0,WN,MDW,TUS,7,0
5780,1566.0,380.0,95.0,WN,ALB,BWI,2,0
5786,1414.0,505.0,55.0,WN,SAT,DAL,1,0
5794,749.0,550.0,185.0,WN,IND,DEN,5,0
5796,1855.0,365.0,65.0,WN,PHX,ABQ,1,0
5807,834.0,520.0,60.0,WN,FLL,TPA,6,0
5821,668.0,825.0,125.0,WN,IAD,MDW,7,0
5822,2807.0,440.0,100.0,WN,OMA,DEN,3,0
5827,1326.0,530.0,275.0,WN,MDW,LAX,7,0
5830,1061.0,445.0,70.0,WN,MAF,ABQ,4,0
5840,882.0,755.0,70.0,WN,BDL,BWI,3,0
5870,1945.0,865.0,60.0,WN,MSY,BHM,5,0
5887,3494.0,485.0,105.0,WN,LAX,SLC,3,0
5890,1381.0,1235.0,85.0,WN,SAN,OAK,2,0
5904,1440.0,775.0,165.0,WN,TPA,MDW,2,0
5906,2955.0,915.0,80.0,WN,SMF,SNA,6,0
5908,3061.0,485.0,255.0,WN,MDW,LAS,6,0
5932,161.0,585.0,90.0,WN,PIT,MDW,3,0
5983,2810.0,605.0,120.0,WN,SMF,SEA,4,0
5987,1766.0,525.0,135.0,WN,SLC,SEA,4,0
5989,3836.0,805.0,65.0,WN,LAX,LAS,4,0
5996,662.0,660.0,95.0,WN,SEA,RNO,1,0
5998,1253.0,410.0,55.0,WN,JAX,TPA,5,0
6006,2640.0,925.0,90.0,WN,LAS,SMF,4,0
6016,31.0,930.0,60.0,WN,HOU,HRL,1,0
6027,1498.0,1175.0,55.0,WN,SJC,RNO,7,0
6028,1489.0,1030.0,105.0,WN,TPA,MSY,7,0
6078,979.0,420.0,75.0,WN,MSY,HOU,3,0
6079,781.0,985.0,55.0,WN,MDW,IND,4,0
6080,3567.0,505.0,215.0,WN,ABQ,BWI,4,0
6082,673.0,365.0,65.0,WN,DAL,SAT,4,0
6104,732.0,865.0,160.0,WN,TPA,BUF,1,0
6119,326.0,1120.0,160.0,WN,PBI,ISP,5,0
6137,1308.0,850.0,50.0,WN,SAT,HOU,1,0
6143,1868.0,650.0,70.0,WN,SDF,BHM,3,0
6149,1762.0,370.0,155.0,WN,OAK,DEN,5,0
6152,480.0,430.0,110.0,WN,BOS,BWI,1,0
6160,1163.0,915.0,60.0,WN,SAT,DAL,4,0
6161,1914.0,440.0,200.0,WN,ALB,FLL,7,0
6163,160.0,835.0,75.0,WN,SMF,ONT,6,0
6176,792.0,385.0,105.0,WN,DTW,BNA,7,0
6177,1091.0,470.0,115.0,WN,ELP,LAS,2,0
6200,840.0,375.0,120.0,WN,DEN,PHX,4,0
6220,1291.0,980.0,70.0,WN,MCO,ECP,6,0
6222,227.0,360.0,75.0,WN,LAX,PHX,5,0
6224,1138.0,855.0,70.0,WN,BHM,SDF,3,0
6225,752.0,520.0,155.0,WN,DEN,SNA,5,0
6228,3833.0,1175.0,85.0,WN,PHX,LAX,2,0
6239,1593.0,910.0,170.0,WN,HOU,BWI,6,0
6252,264.0,1065.0,185.0,WN,AUS,BWI,7,0
6254,24.0,460.0,105.0,WN,RDU,MCO,3,0
6264,1370.0,970.0,65.0,WN,OAK,BUR,4,0
6269,2705.0,1210.0,80.0,WN,BWI,CMH,2,0
6274,11.0,650.0,110.0,WN,HOU,STL,4,0
6277,2823.0,610.0,205.0,WN,HOU,LAS,7,0
6287,1357.0,360.0,80.0,WN,SMF,ONT,3,0
6295,167.0,1170.0,200.0,WN,SAT,LAX,3,0
6310,452.0,400.0,70.0,WN,MAF,DAL,1,0
6320,2442.0,390.0,55.0,WN,DAL,AUS,3,0
6325,198.0,840.0,165.0,WN,TPA,MKE,1,0
6350,1762.0,620.0,170.0,WN,DEN,DTW,1,0
6363,3741.0,595.0,155.0,WN,STL,BOS,7,0
6364,297.0,610.0,375.0,WN,MHT,LAS,3,0
6365,375.0,450.0,70.0,WN,PHX,SAN,7,0
6368,1383.0,550.0,95.0,WN,GEG,SLC,1,0
6382,3403.0,405.0,135.0,WN,HOU,ABQ,2,0
6384,2030.0,485.0,115.0,WN,RDU,TPA,4,0
6431,2015.0,445.0,240.0,WN,SAN,MDW,3,0
6434,577.0,525.0,160.0,WN,TPA,BUF,1,0
6440,807.0,435.0,75.0,WN,ONT,OAK,6,0
6489,694.0,515.0,150.0,WN,SFO,DEN,4,0
6492,1263.0,690.0,65.0,WN,DAL,SAT,5,0
6531,1457.0,940.0,235.0,WN,SAN,MDW,5,0
6554,464.0,460.0,85.0,WN,PVD,PHL,4,0
6562,1425.0,1030.0,100.0,WN,CLE,BNA,2,0
6626,2525.0,1210.0,90.0,WN,BHM,MCO,2,0
6631,32.0,750.0,60.0,WN,HRL,HOU,5,0
6644,2001.0,840.0,95.0,WN,TUL,HOU,6,0
6676,2903.0,500.0,160.0,WN,SAN,AUS,1,0
6695,973.0,635.0,145.0,WN,DEN,BNA,4,0
6717,921.0,1005.0,100.0,WN,MHT,BWI,5,0
6727,1596.0,375.0,85.0,WN,RNO,LAX,7,0
6748,1884.0,570.0,150.0,WN,SEA,LAS,2,0
6755,1812.0,545.0,115.0,WN,MDW,PHL,4,0
6781,1425.0,455.0,80.0,WN,SMF,LAS,7,0
6788,404.0,925.0,170.0,WN,MKE,TPA,1,0
6789,735.0,360.0,240.0,WN,IAD,DEN,2,0
6793,1321.0,960.0,110.0,WN,SJC,PDX,2,0
6800,317.0,1140.0,95.0,WN,MSY,MCO,4,0
6824,1409.0,1230.0,60.0,WN,BUR,LAS,1,0
6833,804.0,995.0,110.0,WN,BOI,DEN,4,0
6835,847.0,595.0,60.0,WN,STL,MDW,5,0
6840,1296.0,505.0,80.0,WN,MSY,HOU,2,0
6865,996.0,635.0,80.0,WN,TUS,LAS,1,0
6873,2038.0,960.0,70.0,WN,CMH,BWI,2,0
6882,2004.0,485.0,130.0,WN,MCO,BWI,3,0
6883,2719.0,450.0,155.0,WN,SAT,MDW,7,0
6888,1400.0,605.0,110.0,WN,MDW,ALB,4,0
6889,1104.0,895.0,90.0,WN,SAN,SFO,5,0
6894,2105.0,1010.0,135.0,WN,MSY,MDW,3,0
6904,2927.0,505.0,50.0,WN,PBI,TPA,5,0
6905,579.0,385.0,80.0,WN,LAX,OAK,4,0
6928,347.0,690.0,120.0,WN,DEN,STL,7,0
6954,1979.0,530.0,80.0,WN,SAN,SJC,5,0
6983,949.0,920.0,65.0,WN,OAK,BUR,3,0
6994,1020.0,865.0,175.0,WN,OMA,PHX,2,0
6996,2480.0,650.0,65.0,WN,ONT,PHX,6,0
7004,335.0,1280.0,85.0,WN,SNA,SMF,5,0
7009,1163.0,400.0,155.0,WN,SAT,MDW,3,0
7010,757.0,855.0,80.0,WN,LAX,SMF,4,0
7021,2008.0,960.0,95.0,WN,LAS,SFO,6,0
7024,116.0,590.0,380.0,WN,PVD,LAS,3,0
7028,1779.0,570.0,60.0,WN,MSY,BHM,7,0
7030,591.0,965.0,240.0,WN,IAD,DEN,7,0
7046,224.0,1180.0,80.0,WN,MCI,MDW,3,0
7047,1585.0,390.0,70.0,WN,MDW,CMH,4,0
7069,2357.0,1170.0,80.0,WN,PHL,PIT,4,0
7098,2504.0,565.0,95.0,WN,MHT,BWI,6,0
7113,1010.0,420.0,175.0,WN,PHX,STL,4,0
7119,2.0,390.0,55.0,WN,HOU,DAL,4,0
7148,623.0,465.0,100.0,WN,DAL,STL,6,0
7150,1642.0,695.0,105.0,WN,HOU,BNA,3,0
7178,646.0,840.0,70.0,WN,MDW,CLE,4,0
7179,1292.0,460.0,115.0,WN,PHX,DEN,6,0
7193,988.0,1205.0,50.0,WN,OKC,DAL,2,0
7194,1354.0,1090.0,105.0,WN,BOS,PHL,6,0
7197,2498.0,1040.0,55.0,WN,SAT,HRL,6,0
7245,1230.0,420.0,205.0,WN,HOU,LAS,1,0
7247,1528.0,740.0,75.0,WN,MSY,HOU,6,0
7291,2922.0,1240.0,105.0,WN,MDW,BWI,7,0
7297,575.0,1015.0,130.0,WN,TPA,BWI,3,0
7298,2635.0,510.0,185.0,WN,PHL,FLL,4,0
7310,3843.0,485.0,70.0,WN,SMF,BUR,3,0
7315,519.0,770.0,50.0,WN,RSW,MCO,2,0
7332,130.0,730.0,95.0,WN,TUS,LAX,7,0
7345,1122.0,665.0,85.0,WN,OAK,LAS,5,0
7353,1244.0,960.0,60.0,WN,RDU,BWI,1,0
7362,1535.0,915.0,80.0,WN,ONT,SMF,6,0
7369,3237.0,700.0,190.0,WN,PVD,MCO,3,0
7371,31.0,750.0,65.0,WN,LBB,DAL,3,0
7376,997.0,645.0,300.0,WN,PHX,BOS,4,0
7386,1624.0,1140.0,80.0,WN,DEN,OMA,3,0
7393,3141.0,665.0,130.0,WN,BWI,JAX,4,0
7394,3212.0,820.0,75.0,WN,ONT,OAK,7,0
7395,869.0,590.0,155.0,WN,DEN,LAX,2,0
7403,3226.0,1205.0,135.0,WN,DEN,MDW,3,0
7427,1017.0,420.0,280.0,WN,MDW,LAX,4,0
7463,2357.0,660.0,225.0,WN,DEN,BOS,2,0
7470,625.0,360.0,80.0,WN,LAX,SFO,2,0
7474,486.0,555.0,155.0,WN,MCO,PVD,5,0
7482,1297.0,395.0,65.0,WN,SJC,BUR,4,0
7500,3501.0,415.0,80.0,WN,MDW,PIT,1,0
7507,2812.0,1050.0,135.0,WN,MCI,ABQ,2,0
7532,510.0,830.0,80.0,WN,SAN,SJC,7,0
7535,884.0,1125.0,165.0,WN,TPA,BDL,2,0
7537,44.0,1020.0,60.0,WN,HOU,DAL,1,0
7554,164.0,1280.0,60.0,WN,LAS,PHX,7,0
7583,508.0,575.0,155.0,WN,MCO,BDL,2,0
7590,3415.0,870.0,60.0,WN,SAT,DAL,1,0
7596,1310.0,405.0,70.0,WN,BWI,PVD,3,0
7603,591.0,965.0,240.0,WN,IAD,DEN,5,0
7604,647.0,360.0,105.0,WN,PHX,DEN,3,0
7612,1361.0,885.0,65.0,WN,LAS,LAX,3,0
7622,509.0,555.0,110.0,WN,OAK,PHX,4,0
7646,1434.0,750.0,170.0,WN,BOS,MDW,4,0
7647,237.0,465.0,80.0,WN,PDX,RNO,7,0
7661,465.0,755.0,155.0,WN,MCI,TPA,7,0
7669,2102.0,495.0,75.0,WN,SJC,SNA,7,0
7670,487.0,485.0,60.0,WN,HRL,HOU,6,0
7741,2927.0,505.0,50.0,WN,PBI,TPA,7,0
7746,1221.0,700.0,180.0,WN,FLL,PVD,4,0
7757,1976.0,1195.0,70.0,WN,DAL,AMA,4,0
7759,603.0,600.0,375.0,WN,PVD,LAS,5,0
7763,1609.0,1070.0,70.0,WN,SAN,LAS,4,0
7766,1352.0,455.0,130.0,WN,SLC,OAK,4,0
7776,1496.0,465.0,220.0,WN,ABQ,BWI,6,0
7780,2843.0,485.0,75.0,WN,TUS,SAN,5,0
7788,281.0,685.0,80.0,WN,PIT,PHL,3,0
7835,647.0,490.0,90.0,WN,DEN,TUL,2,0
7836,9.0,450.0,65.0,WN,LBB,DAL,6,0
7843,1398.0,610.0,115.0,WN,TPA,BNA,3,0
7845,1422.0,410.0,100.0,WN,SAN,SFO,4,0
7848,635.0,1085.0,125.0,WN,ORF,MCO,4,0
7851,752.0,395.0,155.0,WN,HOU,DEN,1,0
7854,115.0,1120.0,65.0,WN,GEG,PDX,3,0
7866,1752.0,830.0,90.0,WN,ELP,DAL,3,0
7870,3485.0,390.0,100.0,WN,CLE,BNA,7,0
7874,1536.0,955.0,115.0,WN,TPA,BNA,5,0
7883,1691.0,610.0,185.0,WN,ISP,FLL,1,0
7885,683.0,530.0,65.0,WN,ECP,MCO,4,0
7895,1296.0,905.0,205.0,WN,PHX,MDW,5,0
7896,526.0,905.0,85.0,WN,PHX,BUR,3,0
7901,3762.0,370.0,105.0,WN,MSP,STL,2,0
7903,3661.0,1210.0,80.0,WN,SAN,SJC,4,0
7910,1483.0,555.0,65.0,WN,BUR,SJC,5,0
7913,2866.0,440.0,85.0,WN,SFO,SNA,6,0
7930,2126.0,895.0,110.0,WN,MDW,BWI,7,0
7944,1527.0,465.0,70.0,WN,SAN,LAS,5,0
7946,266.0,455.0,70.0,WN,BWI,BDL,4,0
7948,860.0,575.0,140.0,WN,PBI,BWI,7,0
7981,790.0,880.0,50.0,WN,DAL,OKC,5,0
7991,409.0,1140.0,180.0,WN,RSW,MDW,3,0
7995,843.0,525.0,95.0,WN,MHT,BWI,3,0
8018,3073.0,385.0,90.0,WN,PVD,BWI,2,0
8025,2116.0,510.0,155.0,WN,BWI,PBI,7,0
8028,1015.0,430.0,190.0,WN,SAT,BWI,7,0
8047,40.0,815.0,115.0,WN,ECP,HOU,1,0
8051,3101.0,455.0,85.0,WN,PVD,PHL,6,0
8063,729.0,445.0,75.0,WN,LAS,RNO,4,0
8076,3845.0,1030.0,75.0,WN,SNA,SJC,1,0
8118,227.0,700.0,95.0,WN,BNA,DTW,7,0
8119,172.0,1065.0,75.0,WN,CMH,MDW,3,0
8123,1685.0,1225.0,75.0,WN,SJC,SAN,2,0
8135,1642.0,1020.0,80.0,WN,SAN,SJC,4,0
8138,14.0,485.0,60.0,WN,HRL,HOU,5,0
8143,514.0,620.0,245.0,WN,MDW,LAS,5,0
8150,1434.0,1145.0,260.0,WN,HOU,OAK,5,0
8162,408.0,825.0,90.0,WN,MSP,STL,7,0
8176,2092.0,685.0,150.0,WN,STL,DEN,4,0
8196,1251.0,460.0,80.0,WN,BWI,MHT,6,0
8207,896.0,575.0,260.0,WN,BNA,LAS,4,0
8214,2823.0,730.0,70.0,WN,LAS,SNA,7,0
8218,2986.0,1155.0,60.0,WN,HRL,HOU,4,0
8232,6.0,535.0,110.0,WN,DAL,ABQ,5,0
8237,2790.0,455.0,80.0,WN,HOU,TUL,5,0
8253,219.0,495.0,215.0,WN,LAS,MDW,4,0
8273,3510.0,1040.0,175.0,WN,MCO,MDW,4,0
8310,594.0,1140.0,80.0,WN,PHX,LAX,7,0
8315,294.0,400.0,210.0,WN,SAN,STL,4,0
8317,1568.0,995.0,115.0,WN,STL,BWI,7,0
8345,374.0,575.0,60.0,WN,DAL,LIT,7,0
8348,1569.0,920.0,110.0,WN,PHX,RNO,7,0
8353,21.0,600.0,80.0,WN,BWI,CMH,7,0
8359,1177.0,1120.0,140.0,WN,BWI,MCO,6,0
8365,1289.0,360.0,70.0,WN,GEG,SEA,3,0
8373,1355.0,985.0,115.0,WN,LAS,DEN,6,0
8375,1945.0,865.0,60.0,WN,MSY,BHM,4,0
8398,195.0,365.0,185.0,WN,BNA,DEN,1,0
8402,1161.0,465.0,250.0,WN,TPA,DEN,7,0
8405,1253.0,410.0,55.0,WN,JAX,TPA,2,0
8410,674.0,810.0,170.0,WN,MCO,MHT,2,0
8434,240.0,1140.0,75.0,WN,BUR,SMF,4,0
8435,1094.0,460.0,110.0,WN,SFO,PHX,4,0
8446,201.0,475.0,125.0,WN,HOU,MCO,3,0
8459,1233.0,1020.0,125.0,WN,MCO,BWI,4,0
8470,1163.0,915.0,60.0,WN,SAT,DAL,3,0
8476,860.0,1055.0,70.0,WN,PHX,SNA,3,0
8479,3496.0,590.0,125.0,WN,PHX,OAK,7,0
8539,24.0,720.0,55.0,WN,HOU,DAL,7,0
8551,2955.0,590.0,280.0,WN,FLL,DEN,5,0
8562,185.0,615.0,185.0,WN,BDL,MCO,2,0
8574,1187.0,550.0,110.0,WN,BWI,IND,5,0
8581,109.0,515.0,185.0,WN,DEN,SEA,7,0
8597,525.0,900.0,55.0,WN,AUS,DAL,7,0
8598,1766.0,405.0,100.0,WN,PHX,SLC,1,0
8604,264.0,385.0,120.0,WN,DEN,STL,3,0
8621,704.0,1030.0,105.0,WN,MDW,IAD,5,0
8644,132.0,1080.0,75.0,WN,SFO,LAX,5,0
8651,1846.0,485.0,110.0,WN,MCO,MSY,5,0
8661,658.0,460.0,135.0,WN,STL,HOU,3,0
8664,3920.0,635.0,100.0,WN,STL,OKC,2,0
8678,2034.0,425.0,80.0,WN,ONT,SMF,6,0
8680,1559.0,570.0,110.0,WN,BNA,MCO,5,0
8705,1325.0,1095.0,60.0,WN,BWI,ISP,4,0
8706,1180.0,1215.0,90.0,WN,ABQ,DAL,4,0
8727,2640.0,600.0,135.0,WN,TPA,CMH,1,0
8732,1955.0,935.0,70.0,WN,MDW,DTW,2,0
8736,1377.0,510.0,175.0,WN,MCO,MKE,6,0
8756,51.0,1140.0,65.0,WN,DAL,HOU,4,0
8764,2045.0,665.0,80.0,WN,LAS,RNO,6,0
8778,2904.0,535.0,190.0,WN,PHX,SEA,3,0
8780,1.0,500.0,50.0,WN,HOU,CRP,4,0
8786,2093.0,620.0,110.0,WN,JAX,BWI,6,0
8787,1123.0,720.0,180.0,WN,SAN,HOU,5,0
8789,843.0,895.0,75.0,WN,ABQ,PHX,7,0
8794,2531.0,580.0,65.0,WN,BOI,GEG,6,0
8795,201.0,470.0,50.0,WN,HOU,CRP,4,0
8802,1079.0,715.0,115.0,WN,RDU,TPA,2,0
8819,339.0,1280.0,60.0,WN,BWI,ISP,7,0
8823,669.0,645.0,120.0,WN,OAK,SEA,7,0
8844,478.0,360.0,70.0,WN,LAS,PHX,5,0
8848,2972.0,1050.0,80.0,WN,SJC,SAN,6,0
8867,3142.0,760.0,65.0,WN,DAL,SAT,7,0
8878,1148.0,1070.0,150.0,WN,OKC,PHX,7,0
8889,1182.0,430.0,125.0,WN,MCO,BWI,7,0
8899,2640.0,705.0,65.0,WN,PDX,BOI,4,0
8911,3141.0,535.0,100.0,WN,IND,BWI,7,0
8912,541.0,530.0,300.0,WN,MDW,OAK,4,0
8933,3567.0,475.0,55.0,WN,AUS,DAL,2,0
8941,978.0,610.0,120.0,WN,IAD,MDW,4,0
8942,2045.0,665.0,80.0,WN,LAS,RNO,6,0
8970,685.0,560.0,125.0,WN,MDW,BDL,3,0
8984,604.0,795.0,220.0,WN,ABQ,BWI,2,0
8990,1277.0,1135.0,75.0,WN,BWI,CLE,7,0
9005,2162.0,960.0,130.0,WN,GEG,OAK,6,0
9019,831.0,485.0,185.0,WN,MDW,SAT,3,0
9034,3224.0,575.0,170.0,WN,MDW,AUS,2,0
9039,3682.0,730.0,195.0,WN,FLL,AUS,2,0
9048,605.0,420.0,95.0,WN,DEN,SLC,3,0
9049,759.0,875.0,135.0,WN,DEN,MDW,7,0
9051,686.0,965.0,135.0,WN,MSY,MDW,3,0
9054,3054.0,480.0,150.0,WN,FLL,BWI,4,0
9055,2872.0,945.0,85.0,WN,BUR,PHX,1,0
9059,1921.0,460.0,90.0,WN,DAL,BHM,7,0
9069,917.0,420.0,80.0,WN,LAX,RNO,2,0
9088,958.0,1230.0,90.0,WN,STL,MSP,4,0
9094,2265.0,710.0,60.0,WN,GEG,BOI,3,0
9109,1344.0,1070.0,80.0,WN,PVD,BWI,6,0
9118,2529.0,360.0,185.0,WN,IND,DEN,3,0
9122,148.0,420.0,60.0,WN,DAL,HOU,6,0
9127,2005.0,615.0,230.0,WN,LAS,CMH,7,0
9138,1043.0,955.0,75.0,WN,CLE,BWI,3,0
9142,339.0,475.0,125.0,WN,SEA,OAK,3,0
9145,2596.0,710.0,235.0,WN,PHX,TPA,5,0
9165,151.0,370.0,80.0,WN,PIT,PHL,5,0
9173,3506.0,430.0,125.0,WN,PHX,OAK,4,0
9179,130.0,730.0,95.0,WN,TUS,LAX,5,0
9185,1121.0,795.0,80.0,WN,BWI,CMH,3,0
9209,1489.0,1030.0,105.0,WN,TPA,MSY,5,0
9211,45.0,920.0,105.0,WN,STL,DAL,3,0
9218,2978.0,545.0,125.0,WN,IAD,MDW,7,0
9221,404.0,1180.0,55.0,WN,TPA,FLL,1,0
9224,1050.0,935.0,60.0,WN,BWI,PIT,2,0
9228,1352.0,455.0,130.0,WN,SLC,OAK,1,0
9230,867.0,855.0,125.0,WN,LAS,MAF,2,0
9236,2770.0,960.0,100.0,WN,MSY,MCO,6,0
9262,3403.0,510.0,220.0,WN,ABQ,BWI,7,0
9266,1270.0,480.0,70.0,WN,SAN,TUS,2,0
9268,106.0,420.0,130.0,WN,PHX,SMF,2,0
9291,851.0,775.0,310.0,WN,JAX,LAS,2,0
9294,1006.0,440.0,240.0,WN,SAN,MDW,4,0
9302,464.0,460.0,85.0,WN,PVD,PHL,5,0
9306,249.0,800.0,60.0,WN,SAT,DAL,3,0
9307,36.0,830.0,50.0,WN,CRP,HOU,1,0
9308,1296.0,740.0,70.0,WN,SAN,PHX,3,0
9349,903.0,815.0,80.0,WN,HOU,OKC,1,0
9361,2189.0,430.0,70.0,WN,JAX,FLL,4,0
9376,311.0,540.0,190.0,WN,PHX,SEA,1,0
9381,2262.0,535.0,95.0,WN,GEG,SLC,5,0
9387,1234.0,615.0,100.0,WN,PDX,OAK,3,0
9412,2621.0,1015.0,70.0,WN,LBB,AUS,1,0
9427,2588.0,525.0,60.0,WN,TPA,FLL,6,0
9451,1289.0,800.0,125.0,WN,PHX,SAT,7,0
9464,480.0,460.0,110.0,WN,MCO,MSY,3,0
9466,1084.0,855.0,110.0,WN,MDW,RDU,1,0
9467,1254.0,695.0,80.0,WN,LAX,SMF,4,0
